ratID	HumanID	ratGeneSymbol	HumanGeneSymbol
ENSRNOG00000005469	ENSG00000212807	Olr819	OR2A42
ENSRNOG00000009570	ENSG00000241360	Pdxp	PDXP
ENSRNOG00000042932	ENSG00000018699	Ttc27	TTC27
ENSRNOG00000018241	ENSG00000029534	Ank1	ANK1
ENSRNOG00000025502	ENSG00000183111	Arhgef37	ARHGEF37
ENSRNOG00000005165	ENSG00000176994	Smcr8	SMCR8
ENSRNOG00000015180	ENSG00000155666	Kdm8	KDM8
ENSRNOG00000060923	ENSG00000200987	RF00105	SNORD115-30
ENSRNOG00000058138	ENSG00000200987	RF00105	SNORD115-30
ENSRNOG00000009687	ENSG00000147144	Ccdc120	CCDC120
ENSRNOG00000020060	ENSG00000169136	Atf5	ATF5
ENSRNOG00000049088	ENSG00000183891	Ttc32	TTC32
ENSRNOG00000024972	ENSG00000006695	Cox10	COX10
ENSRNOG00000060250	ENSG00000211799	AABR07017841.2	TRAV19
ENSRNOG00000021442	ENSG00000111906	Hddc2	HDDC2
ENSRNOG00000053480	ENSG00000280636	RF00416	RF00416
ENSRNOG00000013459	ENSG00000104299	Ints9	INTS9
ENSRNOG00000033206	ENSG00000187097	Entpd5	ENTPD5
ENSRNOG00000002876	ENSG00000145002	Eef2kmt	FAM86B2
ENSRNOG00000057416	ENSG00000170100	Zfp763	ZNF778
ENSRNOG00000053973	ENSG00000238886	RF01191	SNORD121A
ENSRNOG00000001397	ENSG00000122965	Rbm19	RBM19
ENSRNOG00000003960	ENSG00000285602	Cltrn	AC097625.1
ENSRNOG00000030705	ENSG00000071894	Cpsf1	CPSF1
ENSRNOG00000061876	ENSG00000179002	Aldh4a1	TAS1R2
ENSRNOG00000003435	ENSG00000101977	Mcf2	MCF2
ENSRNOG00000003721	ENSG00000162073	Paqr4	PAQR4
ENSRNOG00000001739	ENSG00000163975	Meltf	MELTF
ENSRNOG00000001262	ENSG00000160284	LOC108348157	SPATC1L
ENSRNOG00000005575	ENSG00000108798	Abi3	ABI3
ENSRNOG00000008431	ENSG00000136928	Gabbr2	GABBR2
ENSRNOG00000004059	ENSG00000184924	Ptrhd1	PTRHD1
ENSRNOG00000004854	ENSG00000170961	Has2	HAS2
ENSRNOG00000058762	ENSG00000187080	Olr1439	OR2AK2
ENSRNOG00000036272	ENSG00000207597	Mir490	MIR490
ENSRNOG00000014626	ENSG00000140854	Katnb1	KATNB1
ENSRNOG00000059215	ENSG00000122490	Pqlc1	PQLC1
ENSRNOG00000001588	ENSG00000128714	Hoxd13	HOXD13
ENSRNOG00000029462	ENSG00000164821	Defal1	DEFA4
ENSRNOG00000061751	ENSG00000164821	Defa10	DEFA4
ENSRNOG00000017882	ENSG00000183049	Camk1d	CAMK1D
ENSRNOG00000032378	ENSG00000132681	Atp1a4	ATP1A4
ENSRNOG00000012414	ENSG00000164292	Rhobtb3	RHOBTB3
ENSRNOG00000018715	ENSG00000132514	Clec10a	CLEC10A
ENSRNOG00000046920	ENSG00000163877	Snip1	SNIP1
ENSRNOG00000055118	ENSG00000281394	RF00423	SCARNA4
ENSRNOG00000015597	ENSG00000185127	LOC100125364	C6orf120
ENSRNOG00000019674	ENSG00000138111	Mfsd13a	MFSD13A
ENSRNOG00000051472	ENSG00000128713	Hoxd11	HOXD11
ENSRNOG00000019428	ENSG00000181061	Higd1a	HIGD1A
ENSRNOG00000054698	ENSG00000044090	AABR07066792.1	CUL7
ENSRNOG00000014135	ENSG00000131242	Rab11fip4	RAB11FIP4
ENSRNOG00000059655	ENSG00000175792	RGD1564855	RUVBL1
ENSRNOG00000013195	ENSG00000175792	Ruvbl1	RUVBL1
ENSRNOG00000023533	ENSG00000154511	Fam69a	FAM69A
ENSRNOG00000049485	ENSG00000176742	Olr120	OR51V1
ENSRNOG00000001733	ENSG00000184203	Ppp1r2	PPP1R2
ENSRNOG00000012550	ENSG00000233954	Uqcrh	UQCRHL
ENSRNOG00000017766	ENSG00000074410	Car12	CA12
ENSRNOG00000061528	ENSG00000223247	RF00004	RNU2-64P
ENSRNOG00000013463	ENSG00000121361	Kcnj8	KCNJ8
ENSRNOG00000016046	ENSG00000002746	Hecw1	HECW1
ENSRNOG00000002643	ENSG00000109814	Ugdh	UGDH
ENSRNOG00000055955	ENSG00000253090	RF00045	RF00045
ENSRNOG00000058254	ENSG00000253090	RF00045	RF00045
ENSRNOG00000026065	ENSG00000187122	Slit1	SLIT1
ENSRNOG00000056696	ENSG00000199914	RF00181	SNORD114-16
ENSRNOG00000057088	ENSG00000199914	RF00181	SNORD114-16
ENSRNOG00000050469	ENSG00000127920	Gng11	GNG11
ENSRNOG00000012545	ENSG00000176299	Olr1612	OR4M1
ENSRNOG00000057725	ENSG00000200701	RF00026	RNU6-674P
ENSRNOG00000013612	ENSG00000124812	Crisp1	CRISP1
ENSRNOG00000050740	ENSG00000211782	AABR07017714.2	TRAV8-1
ENSRNOG00000047570	ENSG00000211782	AABR07017825.2	TRAV8-1
ENSRNOG00000047444	ENSG00000211782	AABR07017783.1	TRAV8-1
ENSRNOG00000046956	ENSG00000211782	AABR07017676.2	TRAV8-1
ENSRNOG00000007968	ENSG00000116685	RGD1305350	KIAA2013
ENSRNOG00000059005	ENSG00000151704	Kcnj1	KCNJ1
ENSRNOG00000033624	ENSG00000130818	Zfp426	ZNF426
ENSRNOG00000018977	ENSG00000065000	Ap3d1	AP3D1
ENSRNOG00000004364	ENSG00000158019	Babam2	BABAM2
ENSRNOG00000016678	ENSG00000136859	Angptl2	ANGPTL2
ENSRNOG00000053166	ENSG00000202017	RF00026	RNU6-806P
ENSRNOG00000023492	ENSG00000141449	Greb1l	GREB1L
ENSRNOG00000009063	ENSG00000120675	Dnajc15	DNAJC15
ENSRNOG00000055000	ENSG00000187626	Zkscan3	ZKSCAN4
ENSRNOG00000003902	ENSG00000170231	Fabp6	FABP6
ENSRNOG00000028782	ENSG00000174206	RGD1565498	C12orf66
ENSRNOG00000013615	ENSG00000107447	Dntt	DNTT
ENSRNOG00000006604	ENSG00000154096	Thy1	THY1
ENSRNOG00000060388	ENSG00000200706	RF00279	RF00279
ENSRNOG00000019477	ENSG00000141497	Zmynd15	ZMYND15
ENSRNOG00000046851	ENSG00000183307	Tmem121b	TMEM121B
ENSRNOG00000002871	ENSG00000119707	Rbm25l1	RBM25
ENSRNOG00000006565	ENSG00000053108	Fstl4	FSTL4
ENSRNOG00000017557	ENSG00000204128	LOC100362216	C2orf72
ENSRNOG00000010083	ENSG00000161542	Prpsap1	PRPSAP1
ENSRNOG00000008356	ENSG00000128833	Myo5c	MYO5C
ENSRNOG00000008904	ENSG00000151702	Fli1	FLI1
ENSRNOG00000010430	ENSG00000088726	Tmem40	TMEM40
ENSRNOG00000033970	ENSG00000165943	Moap1	MOAP1
ENSRNOG00000028619	ENSG00000037965	Hoxc8	HOXC8
ENSRNOG00000010031	ENSG00000109072	Vtn	VTN
ENSRNOG00000016587	ENSG00000131669	Ninj1	NINJ1
ENSRNOG00000000885	ENSG00000158321	Auts2	AUTS2
ENSRNOG00000014980	ENSG00000115540	Mob4	MOB4
ENSRNOG00000046889	ENSG00000155368	Dbi	DBI
ENSRNOG00000058028	ENSG00000253063	RF00026	RNU6-494P
ENSRNOG00000031916	ENSG00000111602	Timeless	TIMELESS
ENSRNOG00000058743	ENSG00000212228	RF00554	RF00554
ENSRNOG00000057172	ENSG00000212228	RF00554	RF00554
ENSRNOG00000057657	ENSG00000212228	RF00554	RF00554
ENSRNOG00000057420	ENSG00000212228	RF00554	RF00554
ENSRNOG00000034012	ENSG00000186474	Klk12	KLK12
ENSRNOG00000047084	ENSG00000182854	Olr782	OR4F15
ENSRNOG00000015196	ENSG00000171794	LOC102547897	UTF1
ENSRNOG00000002423	ENSG00000055147	AABR07029651.1	FAM114A2
ENSRNOG00000025404	ENSG00000121570	Dppa4	DPPA4
ENSRNOG00000004298	ENSG00000147647	Dpys	DPYS
ENSRNOG00000022372	ENSG00000004487	Kdm1a	KDM1A
ENSRNOG00000037030	ENSG00000204518	Aadacl4	AADACL4
ENSRNOG00000011037	ENSG00000159387	Irx6	IRX6
ENSRNOG00000005284	ENSG00000137825	Itpka	ITPKA
ENSRNOG00000001757	ENSG00000273331	Tm4sf19	TM4SF19-TCTEX1D2
ENSRNOG00000003600	ENSG00000138035	Pnpt1	PNPT1
ENSRNOG00000013238	ENSG00000096092	LOC103693210	TMEM14A
ENSRNOG00000045757	ENSG00000122133	Obp1f	PAEP
ENSRNOG00000049038	ENSG00000122133	LOC108348105	PAEP
ENSRNOG00000016653	ENSG00000066248	Ngef	NGEF
ENSRNOG00000053018	ENSG00000252199	RF00156	RF00156
ENSRNOG00000000962	ENSG00000139370	Slc15a4	SLC15A4
ENSRNOG00000017550	ENSG00000144152	Fbln7	FBLN7
ENSRNOG00000021182	ENSG00000159164	Sv2a	SV2A
ENSRNOG00000060158	ENSG00000207191	RF00108	SNORD116-5
ENSRNOG00000056157	ENSG00000207191	RF00108	SNORD116-5
ENSRNOG00000056713	ENSG00000207191	RF00108	SNORD116-5
ENSRNOG00000054389	ENSG00000207191	RF00108	SNORD116-5
ENSRNOG00000001005	ENSG00000104921	Fcer2	FCER2
ENSRNOG00000018803	ENSG00000196588	Mkl1	MRTFA
ENSRNOG00000018090	ENSG00000105063	Ppp6r1	PPP6R1
ENSRNOG00000003929	ENSG00000165194	Pcdh19	PCDH19
ENSRNOG00000010553	ENSG00000176903	Pnma1	PNMA1
ENSRNOG00000021231	ENSG00000088899	Lzts3	LZTS3
ENSRNOG00000058882	ENSG00000102119	Emd	EMD
ENSRNOG00000033672	ENSG00000163283	Alpp	ALPP
ENSRNOG00000005954	ENSG00000091181	Il5ra	IL5RA
ENSRNOG00000045582	ENSG00000196266	Olr1583	OR10J3
ENSRNOG00000008151	ENSG00000114698	Plscr4	PLSCR4
ENSRNOG00000018559	ENSG00000177673	Tex44	TEX44
ENSRNOG00000002616	ENSG00000154025	Slc5a10	SLC5A10
ENSRNOG00000029055	ENSG00000112742	Ttk	TTK
ENSRNOG00000032635	ENSG00000161016	LOC100360117	RPL8
ENSRNOG00000010725	ENSG00000091704	Cpa1	CPA1
ENSRNOG00000023753	ENSG00000130396	Afdn	AFDN
ENSRNOG00000050062	ENSG00000233412	Olr1535	OR5H15
ENSRNOG00000012237	ENSG00000137710	Rdx	RDX
ENSRNOG00000021656	ENSG00000143443	RGD1359334	C1orf56
ENSRNOG00000050062	ENSG00000236032	Olr1535	OR5H14
ENSRNOG00000032940	ENSG00000204866	AC093995.2	IGFL2
ENSRNOG00000024040	ENSG00000180611	Mb21d2	MB21D2
ENSRNOG00000056795	ENSG00000252593	RF00026	RNU6-1224P
ENSRNOG00000053961	ENSG00000141026	Med9	MED9
ENSRNOG00000012679	ENSG00000124596	Oard1	OARD1
ENSRNOG00000014242	ENSG00000179817	Mrgprx4	MRGPRX4
ENSRNOG00000050819	ENSG00000089685	Birc5	BIRC5
ENSRNOG00000019851	ENSG00000156885	Cox6a2	COX6A2
ENSRNOG00000054957	ENSG00000106483	Sfrp4	SFRP4
ENSRNOG00000005623	ENSG00000106524	Ankmy2	ANKMY2
ENSRNOG00000020884	ENSG00000013725	Cd6	CD6
ENSRNOG00000002571	ENSG00000153060	Tekt5	TEKT5
ENSRNOG00000016890	ENSG00000159713	Tppp3	TPPP3
ENSRNOG00000058743	ENSG00000212604	RF00554	RF00554
ENSRNOG00000057172	ENSG00000212604	RF00554	RF00554
ENSRNOG00000057657	ENSG00000212604	RF00554	RF00554
ENSRNOG00000057420	ENSG00000212604	RF00554	RF00554
ENSRNOG00000008523	ENSG00000185104	Faf1	FAF1
ENSRNOG00000053272	ENSG00000133048	Chi3l1	CHI3L1
ENSRNOG00000054872	ENSG00000274091	RF00213	SNORD1C
ENSRNOG00000012515	ENSG00000176281	Olr1630	OR4K5
ENSRNOG00000016704	ENSG00000116005	Pcyox1	PCYOX1
ENSRNOG00000043167	ENSG00000144668	Itga9	ITGA9
ENSRNOG00000001443	ENSG00000005486	Rhbdd2	RHBDD2
ENSRNOG00000046088	ENSG00000212127	Tas2r123	TAS2R14
ENSRNOG00000052100	ENSG00000181562	Eddm3b	EDDM3A
ENSRNOG00000061536	ENSG00000274266	RF00045	SNORA73A
ENSRNOG00000018761	ENSG00000184110	Eif3c	EIF3C
ENSRNOG00000048277	ENSG00000087087	AABR07035787.1	SRRT
ENSRNOG00000054690	ENSG00000244642	RF00017	RN7SL396P
ENSRNOG00000053717	ENSG00000244642	RF00017	RN7SL396P
ENSRNOG00000045865	ENSG00000205030	Olr602	OR5L2
ENSRNOG00000011884	ENSG00000140478	Golga2	GOLGA6D
ENSRNOG00000011946	ENSG00000105894	Ptn	PTN
ENSRNOG00000061528	ENSG00000274585	RF00004	RNU2-1
ENSRNOG00000042814	ENSG00000162639	AABR07012856.1	HENMT1
ENSRNOG00000016744	ENSG00000124177	Chd6	CHD6
ENSRNOG00000013369	ENSG00000164900	Gbx1	GBX1
ENSRNOG00000000121	ENSG00000060642	Pigv	PIGV
ENSRNOG00000043035	ENSG00000161040	Fbxl13	FBXL13
ENSRNOG00000021005	ENSG00000166902	Mrpl16	MRPL16
ENSRNOG00000018686	ENSG00000168488	Atxn2l	ATXN2L
ENSRNOG00000018257	ENSG00000110169	Hpx	HPX
ENSRNOG00000053047	ENSG00000131747	Top2a	TOP2A
ENSRNOG00000058479	ENSG00000238344	RF01168	SNORD126
ENSRNOG00000025200	ENSG00000215113	LOC102553785	CXorf49B
ENSRNOG00000020630	ENSG00000124334	Il9r	IL9R
ENSRNOG00000009035	ENSG00000156928	Malsu1	MALSU1
ENSRNOG00000021480	ENSG00000151164	Rad9b	RAD9B
ENSRNOG00000061528	ENSG00000274062	RF00004	RF00004
ENSRNOG00000001551	ENSG00000154723	Atp5pf	ATP5PF
ENSRNOG00000028116	ENSG00000278505	LOC102552988	C17orf78
ENSRNOG00000053336	ENSG00000200887	RF00026	RNU6-598P
ENSRNOG00000031987	ENSG00000197617	Vom1r88	VN1R5
ENSRNOG00000048807	ENSG00000197617	Vom1r81	VN1R5
ENSRNOG00000058994	ENSG00000197617	Vom1r87	VN1R5
ENSRNOG00000056406	ENSG00000197617	Vom1r72	VN1R5
ENSRNOG00000054359	ENSG00000197617	Vom1r75	VN1R5
ENSRNOG00000023274	ENSG00000168904	Lrrc28	LRRC28
ENSRNOG00000010468	ENSG00000170522	Elovl6	ELOVL6
ENSRNOG00000001274	ENSG00000111237	Vps29	VPS29
ENSRNOG00000053333	ENSG00000252916	RF00026	RNU6-762P
ENSRNOG00000050978	ENSG00000205581	LOC100911295	HMGN1
ENSRNOG00000054394	ENSG00000207297	RF00288	SNORD7
ENSRNOG00000007100	ENSG00000128596	Ccdc136	CCDC136
ENSRNOG00000015869	ENSG00000114054	Pccb	PCCB
ENSRNOG00000039761	ENSG00000168124	AC129054.1	OR1F1
ENSRNOG00000047511	ENSG00000168124	Olr1381	OR1F1
ENSRNOG00000047553	ENSG00000168124	Olr1362	OR1F1
ENSRNOG00000028460	ENSG00000171017	Lrrc8e	LRRC8E
ENSRNOG00000060867	ENSG00000107014	Rln1	RLN2
ENSRNOG00000059050	ENSG00000170465	AABR07001416.1	KRT6C
ENSRNOG00000011884	ENSG00000179938	Golga2	GOLGA8J
ENSRNOG00000017431	ENSG00000135709	RGD1304884	KIAA0513
ENSRNOG00000027002	ENSG00000069020	NEWGENE_1310139	MAST4
ENSRNOG00000013791	ENSG00000154269	Enpp3	ENPP3
ENSRNOG00000009049	ENSG00000102226	Usp11	USP11
ENSRNOG00000016224	ENSG00000140950	Tldc1	TLDC1
ENSRNOG00000059917	ENSG00000222610	RF00026	RNU6-402P
ENSRNOG00000047867	ENSG00000185909	Klhdc8b	KLHDC8B
ENSRNOG00000002139	ENSG00000109265	RGD1311575	KIAA1211
ENSRNOG00000008643	ENSG00000146282	Rars2	RARS2
ENSRNOG00000019103	ENSG00000188603	Cln3	CLN3
ENSRNOG00000056290	ENSG00000239862	AABR07061052.1	IGKV1-37
ENSRNOG00000004314	ENSG00000111110	Ppm1h	PPM1H
ENSRNOG00000014186	ENSG00000185453	Zswim9	ZSWIM9
ENSRNOG00000020695	ENSG00000074219	Tead2	TEAD2
ENSRNOG00000018741	ENSG00000171467	Zfp318	ZNF318
ENSRNOG00000025792	ENSG00000167193	Crk	CRK
ENSRNOG00000001559	ENSG00000128654	Mtx2	MTX2
ENSRNOG00000004221	ENSG00000139292	Lgr5	LGR5
ENSRNOG00000002866	ENSG00000169435	Rassf6	RASSF6
ENSRNOG00000001618	ENSG00000183421	Ripk4	RIPK4
ENSRNOG00000011294	ENSG00000077254	Usp33	USP33
ENSRNOG00000047466	ENSG00000176697	Bdnf	BDNF
ENSRNOG00000015511	ENSG00000138363	Atic	ATIC
ENSRNOG00000029561	ENSG00000256436	Tas2r136	TAS2R31
ENSRNOG00000007793	ENSG00000146278	Pnrc1	PNRC1
ENSRNOG00000048616	ENSG00000147059	AABR07050637.1	SPIN2A
ENSRNOG00000053453	ENSG00000147059	AC240958.1	SPIN2A
ENSRNOG00000048867	ENSG00000147059	AABR07016310.1	SPIN2A
ENSRNOG00000047024	ENSG00000147059	AC242927.1	SPIN2A
ENSRNOG00000045536	ENSG00000147059	AABR07012658.1	SPIN2A
ENSRNOG00000010124	ENSG00000109654	Trim2	TRIM2
ENSRNOG00000060429	ENSG00000083838	AABR07002065.2	ZNF446
ENSRNOG00000054062	ENSG00000251703	RF00026	RNU6-998P
ENSRNOG00000052487	ENSG00000201264	RF00071	SNORD73B
ENSRNOG00000006499	ENSG00000121022	Cops5	COPS5
ENSRNOG00000002943	ENSG00000162910	Mrpl55	MRPL55
ENSRNOG00000045545	ENSG00000176401	Eid2b	EID2B
ENSRNOG00000012708	ENSG00000244694	Ptchd4	PTCHD4
ENSRNOG00000001213	ENSG00000160224	Aire	AIRE
ENSRNOG00000053480	ENSG00000253049	RF00416	RF00416
ENSRNOG00000055932	ENSG00000207177	RF00432	RF00432
ENSRNOG00000002100	ENSG00000174780	LOC108348180	SRP72
ENSRNOG00000052113	ENSG00000108819	Ppp1r9b	PPP1R9B
ENSRNOG00000021478	ENSG00000111907	Tpd52l1	TPD52L1
ENSRNOG00000011317	ENSG00000065243	Pkn2	PKN2
ENSRNOG00000032989	ENSG00000125872	Lrrn4	LRRN4
ENSRNOG00000006476	ENSG00000172073	Tex37	TEX37
ENSRNOG00000014204	ENSG00000165912	Pacsin3	PACSIN3
ENSRNOG00000023474	ENSG00000092345	Dazl	DAZL
ENSRNOG00000056231	ENSG00000207323	RF00026	RNU6-901P
ENSRNOG00000032463	ENSG00000116473	Rap1a	RAP1A
ENSRNOG00000016356	ENSG00000120053	Got1	GOT1
ENSRNOG00000047179	ENSG00000084234	Aplp2	APLP2
ENSRNOG00000011448	ENSG00000104626	Eri1	ERI1
ENSRNOG00000013971	ENSG00000135069	Psat1	PSAT1
ENSRNOG00000012550	ENSG00000173660	Uqcrh	UQCRH
ENSRNOG00000004756	ENSG00000143858	Syt2	SYT2
ENSRNOG00000037518	ENSG00000178922	Hyi	HYI
ENSRNOG00000016292	ENSG00000155714	Pdzd9	PDZD9
ENSRNOG00000029462	ENSG00000239839	Defal1	DEFA3
ENSRNOG00000061751	ENSG00000239839	Defa10	DEFA3
ENSRNOG00000016955	ENSG00000148481	Mindy3	MINDY3
ENSRNOG00000028341	ENSG00000091542	Alkbh5	ALKBH5
ENSRNOG00000010428	ENSG00000140320	Bahd1	BAHD1
ENSRNOG00000011884	ENSG00000153684	Golga2	GOLGA8F
ENSRNOG00000011884	ENSG00000206127	Golga2	GOLGA8O
ENSRNOG00000061191	ENSG00000252118	RF00619	RNU6ATAC39P
ENSRNOG00000028380	ENSG00000180376	Ccdc66	CCDC66
ENSRNOG00000012185	ENSG00000100711	Zfyve21	ZFYVE21
ENSRNOG00000029462	ENSG00000240247	Defal1	DEFA1B
ENSRNOG00000061751	ENSG00000240247	Defa10	DEFA1B
ENSRNOG00000003645	ENSG00000197451	LOC103689931	HNRNPAB
ENSRNOG00000008688	ENSG00000123552	Usp45	USP45
ENSRNOG00000059900	ENSG00000130303	Bst2	BST2
ENSRNOG00000008116	ENSG00000284686	Plpp3	AC119674.2
ENSRNOG00000011451	ENSG00000130881	Lrp3	LRP3
ENSRNOG00000028822	ENSG00000166681	Bex3	BEX3
ENSRNOG00000007341	ENSG00000101353	Mroh8	MROH8
ENSRNOG00000060923	ENSG00000200812	RF00105	SNORD115-6
ENSRNOG00000058138	ENSG00000200812	RF00105	SNORD115-6
ENSRNOG00000030946	ENSG00000187612	Olr586	OR5W2
ENSRNOG00000004882	ENSG00000077274	Capn6	CAPN6
ENSRNOG00000015654	ENSG00000112964	Ghr	GHR
ENSRNOG00000005269	ENSG00000185739	Srl	SRL
ENSRNOG00000008011	ENSG00000186094	AABR07049626.1	AGBL4
ENSRNOG00000001877	ENSG00000099917	Med15	MED15
ENSRNOG00000032951	ENSG00000167476	Jsrp1	JSRP1
ENSRNOG00000029561	ENSG00000255374	Tas2r136	TAS2R43
ENSRNOG00000014946	ENSG00000066654	AABR07005588.1	THUMPD1
ENSRNOG00000060923	ENSG00000201907	RF00105	SNORD115-38
ENSRNOG00000058138	ENSG00000201907	RF00105	SNORD115-38
ENSRNOG00000020336	ENSG00000108799	Ezh1	EZH1
ENSRNOG00000008595	ENSG00000149292	Ttc12	TTC12
ENSRNOG00000020716	ENSG00000167601	Axl	AXL
ENSRNOG00000009729	ENSG00000153560	Ubp1	UBP1
ENSRNOG00000001304	ENSG00000186716	Bcr	BCR
ENSRNOG00000051870	ENSG00000253092	RF01241	RF01241
ENSRNOG00000014330	ENSG00000120265	Pcmt1	PCMT1
ENSRNOG00000014529	ENSG00000140367	Ube2q2	UBE2Q2
ENSRNOG00000017606	ENSG00000108405	P2rx1	P2RX1
ENSRNOG00000053836	ENSG00000115353	AABR07061261.1	TACR1
ENSRNOG00000011130	ENSG00000110680	Calca	CALCA
ENSRNOG00000053018	ENSG00000276094	RF00156	RF00156
ENSRNOG00000038102	ENSG00000115459	Elmod3	ELMOD3
ENSRNOG00000037418	ENSG00000196388	Inca1	INCA1
ENSRNOG00000021006	ENSG00000105677	Tmem147	TMEM147
ENSRNOG00000050263	ENSG00000121067	AABR07012426.1	SPOP
ENSRNOG00000054790	ENSG00000121067	RGD1566337	SPOP
ENSRNOG00000008319	ENSG00000104957	Ccdc130	CCDC130
ENSRNOG00000033065	ENSG00000113522	Rad50	RAD50
ENSRNOG00000046493	ENSG00000108439	Pnpo	PNPO
ENSRNOG00000054955	ENSG00000197177	AABR07005985.2	ADGRA1
ENSRNOG00000010736	ENSG00000105717	Pbx4	PBX4
ENSRNOG00000013776	ENSG00000124233	Semg1	SEMG1
ENSRNOG00000049484	ENSG00000054793	AABR07054639.1	ATP9A
ENSRNOG00000049054	ENSG00000169006	Ntsr2	NTSR2
ENSRNOG00000060923	ENSG00000201679	RF00105	SNORD115-15
ENSRNOG00000058138	ENSG00000201679	RF00105	SNORD115-15
ENSRNOG00000029087	ENSG00000186310	Nap1l3	NAP1L3
ENSRNOG00000057505	ENSG00000162244	AABR07015015.2	RPL29
ENSRNOG00000010645	ENSG00000131981	Lgals3	LGALS3
ENSRNOG00000052688	ENSG00000183914	Dnah2	DNAH2
ENSRNOG00000013077	ENSG00000172769	Olr360	OR5B3
ENSRNOG00000014637	ENSG00000130638	Atxn10	ATXN10
ENSRNOG00000004698	ENSG00000122223	Cd244	CD244
ENSRNOG00000001378	ENSG00000166578	Iqcd	IQCD
ENSRNOG00000048451	ENSG00000128335	LOC100911804	APOL2
ENSRNOG00000051936	ENSG00000222231	RF00004	RNU2-54P
ENSRNOG00000057486	ENSG00000222276	RF00004	RNU2-33P
ENSRNOG00000011655	ENSG00000122741	Dcaf10	DCAF10
ENSRNOG00000003923	ENSG00000080371	Rab21	RAB21
ENSRNOG00000016108	ENSG00000040199	Phlpp2	PHLPP2
ENSRNOG00000050315	ENSG00000169738	Dcxr	DCXR
ENSRNOG00000011884	ENSG00000215252	Golga2	GOLGA8B
ENSRNOG00000052787	ENSG00000137876	Rsl24d1	RSL24D1
ENSRNOG00000001700	ENSG00000095397	Whrn	WHRN
ENSRNOG00000049696	ENSG00000111834	LOC103689994	RSPH4A
ENSRNOG00000002456	ENSG00000108924	Hlf	HLF
ENSRNOG00000060923	ENSG00000200726	RF00105	SNORD115-8
ENSRNOG00000058138	ENSG00000200726	RF00105	SNORD115-8
ENSRNOG00000001396	ENSG00000106330	Mospd3	MOSPD3
ENSRNOG00000020443	ENSG00000126467	Tsks	TSKS
ENSRNOG00000038973	ENSG00000102977	Acd	ACD
ENSRNOG00000052167	ENSG00000152939	Marveld2	MARVELD2
ENSRNOG00000017740	ENSG00000100714	AABR07053707.1	MTHFD1
ENSRNOG00000001383	ENSG00000089060	Slc8b1	SLC8B1
ENSRNOG00000025581	ENSG00000165816	Vwa2	VWA2
ENSRNOG00000053615	ENSG00000136897	Mrpl50	MRPL50
ENSRNOG00000059593	ENSG00000147400	Cetn2	CETN2
ENSRNOG00000009661	ENSG00000088451	Tgds	TGDS
ENSRNOG00000055978	ENSG00000207058	RF00026	RNU6-784P
ENSRNOG00000038155	ENSG00000186599	LOC100912990	DEFB105B
ENSRNOG00000046182	ENSG00000174339	Olr1395	OR2Y1
ENSRNOG00000032487	ENSG00000101846	Sts	STS
ENSRNOG00000046359	ENSG00000197849	LOC100910467	OR8G1
ENSRNOG00000026891	ENSG00000125868	AC093995.1	DSTN
ENSRNOG00000045655	ENSG00000105254	Tbcb	TBCB
ENSRNOG00000058743	ENSG00000209582	RF00554	SNORA48
ENSRNOG00000057172	ENSG00000209582	RF00554	SNORA48
ENSRNOG00000057657	ENSG00000209582	RF00554	SNORA48
ENSRNOG00000057420	ENSG00000209582	RF00554	SNORA48
ENSRNOG00000047799	ENSG00000069966	Gnb5	GNB5
ENSRNOG00000039454	ENSG00000254122	Pcdhgb7	PCDHGB7
ENSRNOG00000060158	ENSG00000207442	RF00108	SNORD116-6
ENSRNOG00000056157	ENSG00000207442	RF00108	SNORD116-6
ENSRNOG00000056713	ENSG00000207442	RF00108	SNORD116-6
ENSRNOG00000054389	ENSG00000207442	RF00108	SNORD116-6
ENSRNOG00000012337	ENSG00000154678	Pde1c	PDE1C
ENSRNOG00000011424	ENSG00000253958	Cldn23	CLDN23
ENSRNOG00000001520	ENSG00000144355	Dlx1	DLX1
ENSRNOG00000005700	ENSG00000168824	Nsg1	NSG1
ENSRNOG00000012830	ENSG00000170915	Paqr8	PAQR8
ENSRNOG00000028670	ENSG00000205929	RGD1562726	C21orf62
ENSRNOG00000032720	ENSG00000165496	Rpl10l	RPL10L
ENSRNOG00000046458	ENSG00000139515	Pdx1	PDX1
ENSRNOG00000007427	ENSG00000197586	Entpd6	ENTPD6
ENSRNOG00000023833	ENSG00000175520	Ubqln3	UBQLN3
ENSRNOG00000011567	ENSG00000165526	Rpusd4	RPUSD4
ENSRNOG00000007739	ENSG00000113643	Rars	RARS
ENSRNOG00000027299	ENSG00000253485	Pcdhga5	PCDHGA5
ENSRNOG00000003567	ENSG00000143224	Ppox	PPOX
ENSRNOG00000052536	ENSG00000252622	RF00026	RNU6-881P
ENSRNOG00000028650	ENSG00000203485	AABR07065602.1	INF2
ENSRNOG00000006619	ENSG00000213551	Dnajc9	DNAJC9
ENSRNOG00000059492	ENSG00000170949	LOC100365363	ZNF160
ENSRNOG00000018991	ENSG00000148180	Gsn	GSN
ENSRNOG00000032805	ENSG00000197446	Cyp2f4	CYP2F1
ENSRNOG00000016532	ENSG00000153391	Ino80c	INO80C
ENSRNOG00000029787	ENSG00000171496	Olr418	OR1L8
ENSRNOG00000023520	ENSG00000062485	Cs	CS
