mouseID	HumanID	mouseGeneSymbol	HumanGeneSymbol
ENSMUSG00000065439	ENSG00000208017	Mir140	MIR140
ENSMUSG00000009047	ENSG00000240432	Gm5965	KRTAP13-3
ENSMUSG00000024863	ENSG00000165471	Mbl2	MBL2
ENSMUSG00000045394	ENSG00000119888	Epcam	EPCAM
ENSMUSG00000064471	ENSG00000201384	Gm23406	RF00421
ENSMUSG00000064792	ENSG00000201384	Gm24355	RF00421
ENSMUSG00000065847	ENSG00000201384	Gm25188	RF00421
ENSMUSG00000095456	ENSG00000137070	Il11ra2	IL11RA
ENSMUSG00000098477	ENSG00000263529	Gm27853	RN7SL122P
ENSMUSG00000087796	ENSG00000252411	Gm25964	RNU6-1087P
ENSMUSG00000071652	ENSG00000185085	Ints5	INTS5
ENSMUSG00000092974	ENSG00000273566	Gm25072	RF00017
ENSMUSG00000092905	ENSG00000273566	Gm25735	RF00017
ENSMUSG00000093345	ENSG00000273566	Gm27956	RF00017
ENSMUSG00000098690	ENSG00000273566	Gm27316	RF00017
ENSMUSG00000033966	ENSG00000205111	Cdkl4	CDKL4
ENSMUSG00000084447	ENSG00000251704	Gm26251	RF00561
ENSMUSG00000065706	ENSG00000278274	Gm22830	SNORA61
ENSMUSG00000088753	ENSG00000278274	Gm24900	SNORA61
ENSMUSG00000041840	ENSG00000152240	Haus1	HAUS1
ENSMUSG00000087852	ENSG00000223273	Gm22793	RN7SKP172
ENSMUSG00000064897	ENSG00000252461	Gm22504	RF00416
ENSMUSG00000056078	ENSG00000173239	Lipm	LIPM
ENSMUSG00000088183	ENSG00000207203	Gm22215	RNU6-71P
ENSMUSG00000065659	ENSG00000207128	Gm23103	RNU6-729P
ENSMUSG00000024987	ENSG00000095596	Cyp26a1	CYP26A1
ENSMUSG00000087980	ENSG00000206981	Gm22226	RNU6-40P
ENSMUSG00000062083	ENSG00000142541	Rpl13a-ps1	RPL13A
ENSMUSG00000089014	ENSG00000200294	Gm25520	RF00340
ENSMUSG00000089211	ENSG00000212345	Gm23387	RNU6-700P
ENSMUSG00000088657	ENSG00000212345	Gm24847	RNU6-700P
ENSMUSG00000065028	ENSG00000206898	Gm25200	RF00432
ENSMUSG00000001910	ENSG00000160877	Nacc1	NACC1
ENSMUSG00000089513	ENSG00000252385	Gm24875	RNU6-68P
ENSMUSG00000088385	ENSG00000252979	Gm24689	RNU6-165P
ENSMUSG00000095247	ENSG00000213927	Ccl27a	CCL27
ENSMUSG00000054843	ENSG00000107518	Atrnl1	ATRNL1
ENSMUSG00000024033	ENSG00000160188	Rsph1	RSPH1
ENSMUSG00000088670	ENSG00000252096	Gm23663	RF00322
ENSMUSG00000065625	ENSG00000252515	Gm24765	RNU6-1171P
ENSMUSG00000084439	ENSG00000222436	Gm23430	RN7SKP278
ENSMUSG00000064463	ENSG00000200087	Gm25079	SNORA73B
ENSMUSG00000098825	ENSG00000275254	Gm27285	RF02121
ENSMUSG00000056629	ENSG00000173486	Fkbp2	FKBP2
ENSMUSG00000091863	ENSG00000234469	Cldn34a	CLDN34
ENSMUSG00000094620	ENSG00000234469	Cldn34c3	CLDN34
ENSMUSG00000096605	ENSG00000199960	Gm26200	SNORD115-14
ENSMUSG00000094610	ENSG00000199960	Gm23076	SNORD115-14
ENSMUSG00000095182	ENSG00000199960	Gm26374	SNORD115-14
ENSMUSG00000095501	ENSG00000199960	Gm22449	SNORD115-14
ENSMUSG00000096648	ENSG00000199960	Gm24027	SNORD115-14
ENSMUSG00000096185	ENSG00000199960	Gm23305	SNORD115-14
ENSMUSG00000095418	ENSG00000199960	Gm23922	SNORD115-14
ENSMUSG00000094998	ENSG00000199960	Gm22050	SNORD115-14
ENSMUSG00000096048	ENSG00000199960	Gm22510	SNORD115-14
ENSMUSG00000094048	ENSG00000199960	Gm26284	SNORD115-14
ENSMUSG00000095428	ENSG00000199960	Gm24418	SNORD115-14
ENSMUSG00000093958	ENSG00000199960	Gm24495	SNORD115-14
ENSMUSG00000094095	ENSG00000199960	Gm25648	SNORD115-14
ENSMUSG00000096496	ENSG00000199960	Gm25646	SNORD115-14
ENSMUSG00000095997	ENSG00000199960	Gm24702	SNORD115-14
ENSMUSG00000095357	ENSG00000199960	Gm23286	SNORD115-14
ENSMUSG00000094765	ENSG00000199960	Gm25523	SNORD115-14
ENSMUSG00000094723	ENSG00000199960	Gm23356	SNORD115-14
ENSMUSG00000096324	ENSG00000199960	Gm26336	SNORD115-14
ENSMUSG00000094609	ENSG00000199960	Gm25870	SNORD115-14
ENSMUSG00000096046	ENSG00000199960	Gm24969	SNORD115-14
ENSMUSG00000096821	ENSG00000199960	Gm24570	SNORD115-14
ENSMUSG00000095828	ENSG00000199960	Gm25449	SNORD115-14
ENSMUSG00000094548	ENSG00000199960	Gm25221	SNORD115-14
ENSMUSG00000096067	ENSG00000199960	Gm23682	SNORD115-14
ENSMUSG00000094753	ENSG00000199960	Gm25017	SNORD115-14
ENSMUSG00000096041	ENSG00000199960	Gm22511	SNORD115-14
ENSMUSG00000095924	ENSG00000199960	Gm24040	SNORD115-14
ENSMUSG00000095911	ENSG00000199960	Gm24528	SNORD115-14
ENSMUSG00000096328	ENSG00000199960	Gm26337	SNORD115-14
ENSMUSG00000094032	ENSG00000199960	Gm24654	SNORD115-14
ENSMUSG00000094631	ENSG00000199960	Gm24220	SNORD115-14
ENSMUSG00000094093	ENSG00000199960	Gm25647	SNORD115-14
ENSMUSG00000096281	ENSG00000199960	Gm22255	SNORD115-14
ENSMUSG00000096306	ENSG00000199960	Gm25209	SNORD115-14
ENSMUSG00000094625	ENSG00000199960	Gm22524	SNORD115-14
ENSMUSG00000094912	ENSG00000199960	Gm26392	SNORD115-14
ENSMUSG00000094283	ENSG00000199960	Gm26434	SNORD115-14
ENSMUSG00000096430	ENSG00000199960	Gm22130	SNORD115-14
ENSMUSG00000094554	ENSG00000199960	Gm22391	SNORD115-14
ENSMUSG00000094567	ENSG00000199960	Gm25230	SNORD115-14
ENSMUSG00000099112	ENSG00000273658	Gm27406	RF02271
ENSMUSG00000094751	ENSG00000201588	Gm25018	RNA5S2
ENSMUSG00000087979	ENSG00000252091	Gm23715	RNU6-1146P
ENSMUSG00000025026	ENSG00000148700	Add3	ADD3
ENSMUSG00000092974	ENSG00000275041	Gm25072	RF00017
ENSMUSG00000092905	ENSG00000275041	Gm25735	RF00017
ENSMUSG00000093345	ENSG00000275041	Gm27956	RF00017
ENSMUSG00000098690	ENSG00000275041	Gm27316	RF00017
ENSMUSG00000098635	ENSG00000276680	Gm27741	RF02143
ENSMUSG00000064682	ENSG00000222973	Gm25813	RNU2-25P
ENSMUSG00000088000	ENSG00000201021	Gm25493	RNU6-743P
ENSMUSG00000080518	ENSG00000221514	Gm22193	SNORD111B
ENSMUSG00000064545	ENSG00000201247	Gm22981	SNORD114-13
ENSMUSG00000096645	ENSG00000186787	Spin2e	SPIN2B
ENSMUSG00000094115	ENSG00000186787	Spin2-ps6	SPIN2B
ENSMUSG00000094601	ENSG00000186787	Gm5926	SPIN2B
ENSMUSG00000064612	ENSG00000207047	Gm26457	SNORD51
ENSMUSG00000087756	ENSG00000252734	Gm23469	RNU6-980P
ENSMUSG00000088993	ENSG00000252734	Gm22770	RNU6-980P
ENSMUSG00000094369	ENSG00000206917	Gm26057	RNU1-52P
ENSMUSG00000089485	ENSG00000223142	Gm24734	RN7SKP252
ENSMUSG00000065659	ENSG00000199905	Gm23103	RNU6-492P
ENSMUSG00000089471	ENSG00000206725	Gm25367	RNU6-1027P
ENSMUSG00000088895	ENSG00000221420	Gm22519	SNORA81
ENSMUSG00000088929	ENSG00000239195	Gm24299	SNORD5
ENSMUSG00000064549	ENSG00000207394	Gm22977	RNU6-1060P
ENSMUSG00000065649	ENSG00000200959	Snora74a	SNORA74A
ENSMUSG00000077391	ENSG00000212342	Gm24336	RF00586
ENSMUSG00000065943	ENSG00000222429	Gm23794	RNU6-955P
ENSMUSG00000065733	ENSG00000222429	Gm24491	RNU6-955P
ENSMUSG00000063904	ENSG00000254986	Dpp3	DPP3
ENSMUSG00000088835	ENSG00000238795	Gm23547	SCARNA12
ENSMUSG00000088581	ENSG00000253015	Gm22967	RN7SKP64
ENSMUSG00000077339	ENSG00000281808	Gm23010	RF00560
ENSMUSG00000088261	ENSG00000281808	Gm24781	RF00560
ENSMUSG00000077378	ENSG00000281808	Gm25169	RF00560
ENSMUSG00000077158	ENSG00000281808	Gm24578	RF00560
ENSMUSG00000096114	ENSG00000281808	Gm26272	RF00560
ENSMUSG00000077738	ENSG00000281808	Gm23607	RF00560
ENSMUSG00000077263	ENSG00000281808	Gm24432	RF00560
ENSMUSG00000094402	ENSG00000281808	Gm23139	RF00560
ENSMUSG00000077641	ENSG00000281808	Gm24987	RF00560
ENSMUSG00000077735	ENSG00000281808	Gm24556	RF00560
ENSMUSG00000077312	ENSG00000281808	Gm24170	RF00560
ENSMUSG00000077200	ENSG00000281808	Gm25613	RF00560
ENSMUSG00000077660	ENSG00000281808	Gm24257	RF00560
ENSMUSG00000088750	ENSG00000222303	Gm24901	RNU6-935P
ENSMUSG00000077299	ENSG00000201198	Gm24126	RNU6-879P
ENSMUSG00000043346	ENSG00000170191	Gm6741	NANP
ENSMUSG00000084447	ENSG00000252083	Gm26251	RF00561
ENSMUSG00000024910	ENSG00000172543	Ctsw	CTSW
ENSMUSG00000077598	ENSG00000201894	Gm26011	RNU6-967P
ENSMUSG00000087991	ENSG00000223042	Gm25057	RN7SKP161
ENSMUSG00000024383	ENSG00000169967	Map3k2	MAP3K2
ENSMUSG00000064377	ENSG00000212528	Gm24966	SNORD115-47
ENSMUSG00000087991	ENSG00000251810	Gm25057	RN7SKP132
ENSMUSG00000046668	ENSG00000171604	Cxxc5	CXXC5
ENSMUSG00000025203	ENSG00000099194	Scd2	SCD
ENSMUSG00000088149	ENSG00000251727	Gm24716	RNU6-488P
ENSMUSG00000064882	ENSG00000272028	Gm24202	RNU6-87P
ENSMUSG00000047810	ENSG00000168071	Ccdc88b	CCDC88B
ENSMUSG00000088421	ENSG00000252087	Gm22552	RN7SKP248
ENSMUSG00000065822	ENSG00000206941	Snord15a	SNORD15A
ENSMUSG00000098477	ENSG00000266467	Gm27853	RN7SL220P
ENSMUSG00000088264	ENSG00000206703	Gm24783	RNU6-128P
ENSMUSG00000098477	ENSG00000241821	Gm27853	RN7SL170P
ENSMUSG00000099010	ENSG00000278404	Gm27357	RF01874
ENSMUSG00000069622	ENSG00000204152	Gm10273	TIMM23B
ENSMUSG00000034445	ENSG00000162144	Cyb561a3	CYB561A3
ENSMUSG00000046805	ENSG00000197629	Mpeg1	MPEG1
ENSMUSG00000044857	ENSG00000161904	Lemd2	LEMD2
ENSMUSG00000084691	ENSG00000202270	Gm24895	SNORD114-12
ENSMUSG00000087994	ENSG00000202270	Gm25055	SNORD114-12
ENSMUSG00000064778	ENSG00000207031	Snord59a	SNORD59A
ENSMUSG00000053560	ENSG00000160888	Ier2	IER2
ENSMUSG00000092974	ENSG00000278007	Gm25072	RF00017
ENSMUSG00000092905	ENSG00000278007	Gm25735	RF00017
ENSMUSG00000093345	ENSG00000278007	Gm27956	RF00017
ENSMUSG00000098690	ENSG00000278007	Gm27316	RF00017
ENSMUSG00000073563	ENSG00000151292	Csnk1g3	CSNK1G3
ENSMUSG00000077253	ENSG00000199603	Gm26076	RNU6-951P
ENSMUSG00000024800	ENSG00000148688	Rpp30	RPP30
ENSMUSG00000096243	ENSG00000200795	Gm24265	RNU4-1
ENSMUSG00000065416	ENSG00000284204	Mir19a	MIR19A
ENSMUSG00000096832	ENSG00000221740	Mir3096	SNORD93
ENSMUSG00000025225	ENSG00000077150	Nfkb2	NFKB2
ENSMUSG00000093856	ENSG00000206777	Gm24311	RNU6-637P
ENSMUSG00000025049	ENSG00000148835	Taf5	TAF5
ENSMUSG00000011752	ENSG00000226784	Pgam1	PGAM4
ENSMUSG00000084671	ENSG00000201782	Gm26023	RN7SKP226
ENSMUSG00000095410	ENSG00000200624	n-R5s121	RNA5S6
ENSMUSG00000095041	ENSG00000241878	AC149090.1	PISD
ENSMUSG00000044982	ENSG00000173349	Sft2d3	SFT2D3
ENSMUSG00000089039	ENSG00000201815	Gm22165	RNU6-526P
ENSMUSG00000098477	ENSG00000240936	Gm27853	RN7SL554P
ENSMUSG00000089366	ENSG00000201967	Gm23824	RN7SKP22
ENSMUSG00000064772	ENSG00000276596	Gm25202	RF00004
ENSMUSG00000064856	ENSG00000276596	Gm23444	RF00004
ENSMUSG00000065944	ENSG00000276596	Rnu2-10	RF00004
ENSMUSG00000094655	ENSG00000276596	Gm25360	RF00004
ENSMUSG00000093956	ENSG00000276596	Gm24497	RF00004
ENSMUSG00000093843	ENSG00000276596	Gm25939	RF00004
ENSMUSG00000064688	ENSG00000201288	Gm25814	RNU6-1047P
ENSMUSG00000084606	ENSG00000222726	Gm23118	RNU2-7P
ENSMUSG00000064429	ENSG00000207003	Gm22747	RNU6-611P
ENSMUSG00000089014	ENSG00000207016	Gm25520	SNORA36C
ENSMUSG00000084447	ENSG00000273499	Gm26251	RF00561
ENSMUSG00000080374	ENSG00000221792	Gm22953	MIR1282
ENSMUSG00000092974	ENSG00000278226	Gm25072	RF00017
ENSMUSG00000092905	ENSG00000278226	Gm25735	RF00017
ENSMUSG00000093345	ENSG00000278226	Gm27956	RF00017
ENSMUSG00000098690	ENSG00000278226	Gm27316	RF00017
ENSMUSG00000065028	ENSG00000207147	Gm25200	RF00432
ENSMUSG00000065272	ENSG00000226572	Snord57	SNORD57
ENSMUSG00000077668	ENSG00000252416	Gm26143	RNU6-885P
ENSMUSG00000064772	ENSG00000278774	Gm25202	RF00004
ENSMUSG00000064856	ENSG00000278774	Gm23444	RF00004
ENSMUSG00000065944	ENSG00000278774	Rnu2-10	RF00004
ENSMUSG00000094655	ENSG00000278774	Gm25360	RF00004
ENSMUSG00000093956	ENSG00000278774	Gm24497	RF00004
ENSMUSG00000093843	ENSG00000278774	Gm25939	RF00004
ENSMUSG00000067889	ENSG00000173898	Sptbn2	SPTBN2
ENSMUSG00000064377	ENSG00000212411	Gm24966	RF00105
ENSMUSG00000087721	ENSG00000277418	Gm26280	RNA5SP531
ENSMUSG00000064897	ENSG00000280496	Gm22504	SNORA17B
ENSMUSG00000096473	ENSG00000199857	Gm24463	RF00278
ENSMUSG00000094179	ENSG00000199857	Snord50b	RF00278
ENSMUSG00000089343	ENSG00000222257	Gm22667	RN7SKP199
ENSMUSG00000095389	ENSG00000207133	Gm23953	SNORD116-7
ENSMUSG00000094274	ENSG00000207133	Snord116l12	SNORD116-7
ENSMUSG00000096070	ENSG00000207133	Gm25350	SNORD116-7
ENSMUSG00000096110	ENSG00000207133	Gm26270	SNORD116-7
ENSMUSG00000095045	ENSG00000207133	Gm22851	SNORD116-7
ENSMUSG00000096082	ENSG00000207133	Gm24711	SNORD116-7
ENSMUSG00000096845	ENSG00000207133	Gm25597	SNORD116-7
ENSMUSG00000096057	ENSG00000207133	Gm25944	SNORD116-7
ENSMUSG00000096868	ENSG00000207133	Gm22258	SNORD116-7
ENSMUSG00000094039	ENSG00000207133	Snord116l5	SNORD116-7
ENSMUSG00000094060	ENSG00000207133	Gm25157	SNORD116-7
ENSMUSG00000096462	ENSG00000207133	Gm22812	SNORD116-7
ENSMUSG00000095060	ENSG00000207133	Gm26188	SNORD116-7
ENSMUSG00000094109	ENSG00000207133	Gm22776	SNORD116-7
ENSMUSG00000094573	ENSG00000207133	Snord116l13	SNORD116-7
ENSMUSG00000095100	ENSG00000207133	Gm22128	SNORD116-7
ENSMUSG00000095691	ENSG00000207133	Snord116l11	SNORD116-7
ENSMUSG00000094150	ENSG00000207133	Gm23265	SNORD116-7
ENSMUSG00000095349	ENSG00000207133	Gm26097	SNORD116-7
ENSMUSG00000095479	ENSG00000207133	Gm25074	SNORD116-7
ENSMUSG00000096475	ENSG00000207133	Snord116l1	SNORD116-7
ENSMUSG00000095458	ENSG00000207133	Snord116l8	SNORD116-7
ENSMUSG00000065765	ENSG00000223265	Gm23851	RNU6-592P
ENSMUSG00000099192	ENSG00000278643	Gm27373	RF02271
ENSMUSG00000092974	ENSG00000255851	Gm25072	RF00017
ENSMUSG00000092905	ENSG00000255851	Gm25735	RF00017
ENSMUSG00000093345	ENSG00000255851	Gm27956	RF00017
ENSMUSG00000098690	ENSG00000255851	Gm27316	RF00017
ENSMUSG00000077337	ENSG00000275994	Gm23012	SNORA24
ENSMUSG00000087756	ENSG00000252025	Gm23469	RNU6-982P
ENSMUSG00000088993	ENSG00000252025	Gm22770	RNU6-982P
ENSMUSG00000092887	ENSG00000265145	Snord53	SNORD53
ENSMUSG00000092974	ENSG00000268154	Gm25072	RF00017
ENSMUSG00000092905	ENSG00000268154	Gm25735	RF00017
ENSMUSG00000093345	ENSG00000268154	Gm27956	RF00017
ENSMUSG00000098690	ENSG00000268154	Gm27316	RF00017
ENSMUSG00000093354	ENSG00000207971	Mir125b-1	MIR125B1
ENSMUSG00000084433	ENSG00000200385	Gm25945	RF00406
ENSMUSG00000087756	ENSG00000252661	Gm23469	RNU6-782P
ENSMUSG00000088993	ENSG00000252661	Gm22770	RNU6-782P
ENSMUSG00000024290	ENSG00000067900	Rock1	ROCK1
ENSMUSG00000051490	ENSG00000187559	Foxd4	FOXD4L3
ENSMUSG00000045052	ENSG00000119973	Prlhr	PRLHR
ENSMUSG00000024713	ENSG00000099139	Pcsk5	PCSK5
ENSMUSG00000095389	ENSG00000275529	Gm23953	SNORD116-4
ENSMUSG00000094274	ENSG00000275529	Snord116l12	SNORD116-4
ENSMUSG00000096070	ENSG00000275529	Gm25350	SNORD116-4
ENSMUSG00000096110	ENSG00000275529	Gm26270	SNORD116-4
ENSMUSG00000095045	ENSG00000275529	Gm22851	SNORD116-4
ENSMUSG00000096082	ENSG00000275529	Gm24711	SNORD116-4
ENSMUSG00000096845	ENSG00000275529	Gm25597	SNORD116-4
ENSMUSG00000096057	ENSG00000275529	Gm25944	SNORD116-4
ENSMUSG00000096868	ENSG00000275529	Gm22258	SNORD116-4
ENSMUSG00000094039	ENSG00000275529	Snord116l5	SNORD116-4
ENSMUSG00000094060	ENSG00000275529	Gm25157	SNORD116-4
ENSMUSG00000096462	ENSG00000275529	Gm22812	SNORD116-4
ENSMUSG00000095060	ENSG00000275529	Gm26188	SNORD116-4
ENSMUSG00000094109	ENSG00000275529	Gm22776	SNORD116-4
ENSMUSG00000094573	ENSG00000275529	Snord116l13	SNORD116-4
ENSMUSG00000095100	ENSG00000275529	Gm22128	SNORD116-4
ENSMUSG00000095691	ENSG00000275529	Snord116l11	SNORD116-4
ENSMUSG00000094150	ENSG00000275529	Gm23265	SNORD116-4
ENSMUSG00000095349	ENSG00000275529	Gm26097	SNORD116-4
ENSMUSG00000095479	ENSG00000275529	Gm25074	SNORD116-4
ENSMUSG00000096475	ENSG00000275529	Snord116l1	SNORD116-4
ENSMUSG00000095458	ENSG00000275529	Snord116l8	SNORD116-4
ENSMUSG00000077185	ENSG00000207500	Gm25091	SNORD102
ENSMUSG00000065438	ENSG00000199015	Mir377	MIR377
ENSMUSG00000088995	ENSG00000199858	Gm22764	RNU6-1120P
ENSMUSG00000098262	ENSG00000278039	Gm27520	RF01880
ENSMUSG00000095500	ENSG00000135899	AC132444.5	SP110
ENSMUSG00000099106	ENSG00000276859	Gm27899	RF02127
ENSMUSG00000087764	ENSG00000252350	Gm23984	RPPH1-3P
ENSMUSG00000088329	ENSG00000252350	Gm25661	RPPH1-3P
ENSMUSG00000088073	ENSG00000252350	Gm22817	RPPH1-3P
ENSMUSG00000087775	ENSG00000252350	Rprl2	RPPH1-3P
ENSMUSG00000088093	ENSG00000252350	Gm22811	RPPH1-3P
ENSMUSG00000089113	ENSG00000252350	Gm22902	RPPH1-3P
ENSMUSG00000089040	ENSG00000252350	Gm26174	RPPH1-3P
ENSMUSG00000092837	ENSG00000252350	Rpph1	RPPH1-3P
ENSMUSG00000088025	ENSG00000252350	Rprl3	RPPH1-3P
ENSMUSG00000088220	ENSG00000200472	Gm22601	RN7SKP44
ENSMUSG00000115956	ENSG00000170166	Hoxd4	HOXD4
ENSMUSG00000065450	ENSG00000199001	Mir448	MIR448
ENSMUSG00000065518	ENSG00000283935	Mir423	MIR423
ENSMUSG00000037104	ENSG00000171150	Socs5	SOCS5
ENSMUSG00000099107	ENSG00000277542	Gm27898	RF02133
ENSMUSG00000088181	ENSG00000252257	Gm22217	RN7SKP265
ENSMUSG00000084744	ENSG00000212458	Gm25291	RF00554
ENSMUSG00000088266	ENSG00000212458	Gm24782	RF00554
ENSMUSG00000087800	ENSG00000212458	Gm25569	RF00554
ENSMUSG00000087810	ENSG00000212458	Gm25113	RF00554
ENSMUSG00000084708	ENSG00000212458	Gm22988	RF00554
ENSMUSG00000024097	ENSG00000115875	Srsf7	SRSF7
ENSMUSG00000088097	ENSG00000200761	Gm23671	RN7SKP113
ENSMUSG00000080413	ENSG00000221255	Gm26473	RNU6ATAC37P
ENSMUSG00000053799	ENSG00000138190	Exoc6	EXOC6
ENSMUSG00000088894	ENSG00000273544	Gm22520	SNORA44
ENSMUSG00000094183	ENSG00000273544	Gm22622	SNORA44
ENSMUSG00000064595	ENSG00000273544	Gm22300	SNORA44
ENSMUSG00000084646	ENSG00000201104	Gm24381	RNU6-11P
ENSMUSG00000029490	ENSG00000169026	Mfsd7a	SLC49A3
ENSMUSG00000088997	ENSG00000252935	Gm22766	RNU6-1220P
ENSMUSG00000092974	ENSG00000277628	Gm25072	RF00017
ENSMUSG00000092905	ENSG00000277628	Gm25735	RF00017
ENSMUSG00000093345	ENSG00000277628	Gm27956	RF00017
ENSMUSG00000098690	ENSG00000277628	Gm27316	RF00017
ENSMUSG00000025218	ENSG00000166169	Poll	POLL
ENSMUSG00000041362	ENSG00000187164	Shtn1	SHTN1
ENSMUSG00000044646	ENSG00000184828	Zbtb7c	ZBTB7C
ENSMUSG00000088385	ENSG00000212303	Gm24689	RNU6-1154P
ENSMUSG00000088650	ENSG00000252931	Gm24854	RNU6-231P
ENSMUSG00000084646	ENSG00000200942	Gm24381	RNU6-501P
ENSMUSG00000064772	ENSG00000278048	Gm25202	RF00004
ENSMUSG00000064856	ENSG00000278048	Gm23444	RF00004
ENSMUSG00000065944	ENSG00000278048	Rnu2-10	RF00004
ENSMUSG00000094655	ENSG00000278048	Gm25360	RF00004
ENSMUSG00000093956	ENSG00000278048	Gm24497	RF00004
ENSMUSG00000093843	ENSG00000278048	Gm25939	RF00004
ENSMUSG00000049562	ENSG00000254470	Ap5b1	AP5B1
ENSMUSG00000064831	ENSG00000207116	Gm25698	RNU6-31P
ENSMUSG00000088283	ENSG00000252530	Gm23587	RNU6-965P
ENSMUSG00000065825	ENSG00000200105	Gm26314	RNU6-251P
ENSMUSG00000065028	ENSG00000201465	Gm25200	RF00432
ENSMUSG00000064871	ENSG00000271982	Snord58b	SNORD58B
ENSMUSG00000065853	ENSG00000271982	Gm22354	SNORD58B
ENSMUSG00000039148	ENSG00000175467	Sart1	SART1
ENSMUSG00000076500	ENSG00000243238	Gm20730	IGKV2-30
ENSMUSG00000089399	ENSG00000200097	Gm23312	RNU6-1167P
ENSMUSG00000084469	ENSG00000222202	Gm22956	RNU4-26P
ENSMUSG00000089584	ENSG00000212184	Gm23337	RNU6-440P
ENSMUSG00000077582	ENSG00000200029	Gm24374	RNU6-642P
ENSMUSG00000051490	ENSG00000184659	Foxd4	FOXD4L4
ENSMUSG00000065608	ENSG00000283990	Mirlet7c-2	MIRLET7A3
ENSMUSG00000015575	ENSG00000113732	Atp6v0e	ATP6V0E1
ENSMUSG00000040560	ENSG00000091157	Wdr7	WDR7
ENSMUSG00000098459	ENSG00000278045	Gm27308	RF02205
ENSMUSG00000088545	ENSG00000253032	Gm25982	RNU6-299P
ENSMUSG00000093227	ENSG00000221479	Mir1251	MIR1251
ENSMUSG00000065236	ENSG00000201285	n-R5s197	RNA5SP524
ENSMUSG00000088403	ENSG00000222874	Gm25888	RN7SKP33
ENSMUSG00000071858	ENSG00000178776	Gm94	C5orf46
ENSMUSG00000033610	ENSG00000152782	Pank1	PANK1
ENSMUSG00000084447	ENSG00000210825	Gm26251	SNORA40
ENSMUSG00000098967	ENSG00000277913	Gm27845	RF02105
ENSMUSG00000064772	ENSG00000278591	Gm25202	RF00004
ENSMUSG00000064856	ENSG00000278591	Gm23444	RF00004
ENSMUSG00000065944	ENSG00000278591	Rnu2-10	RF00004
ENSMUSG00000094655	ENSG00000278591	Gm25360	RF00004
ENSMUSG00000093956	ENSG00000278591	Gm24497	RF00004
ENSMUSG00000093843	ENSG00000278591	Gm25939	RF00004
ENSMUSG00000089318	ENSG00000223308	Gm23179	RN7SKP101
ENSMUSG00000099240	ENSG00000276015	Gm27539	RF01950
ENSMUSG00000051255	ENSG00000205323	Gm6563	SARNP
ENSMUSG00000094377	ENSG00000202538	Gm24407	RNU4-2
ENSMUSG00000064926	ENSG00000206593	Gm22044	RNU6-47P
ENSMUSG00000065221	ENSG00000207397	Gm25793	RNU6-1179P
ENSMUSG00000088017	ENSG00000252704	Gm23829	RN7SKP277
ENSMUSG00000089571	ENSG00000238531	Gm23008	SNORD105B
ENSMUSG00000065659	ENSG00000206992	Gm23103	RNU6-574P
ENSMUSG00000096646	ENSG00000205108	CR974586.6	FAM205A
ENSMUSG00000088211	ENSG00000200483	Gm22083	RNU6-1017P
ENSMUSG00000065405	ENSG00000207827	Mir30a	MIR30A
ENSMUSG00000084744	ENSG00000252774	Gm25291	RF00554
ENSMUSG00000088266	ENSG00000252774	Gm24782	RF00554
ENSMUSG00000087800	ENSG00000252774	Gm25569	RF00554
ENSMUSG00000087810	ENSG00000252774	Gm25113	RF00554
ENSMUSG00000084708	ENSG00000252774	Gm22988	RF00554
ENSMUSG00000062464	ENSG00000186526	Cyp4f37	CYP4F8
ENSMUSG00000098525	ENSG00000273571	Gm27365	RF02188
ENSMUSG00000077582	ENSG00000252685	Gm24374	RNU6-928P
ENSMUSG00000089163	ENSG00000199627	RF00026	RNU6-1010P
ENSMUSG00000065202	ENSG00000201660	Gm24615	RF00401
ENSMUSG00000096205	ENSG00000201558	Gm22068	RNVU1-6
ENSMUSG00000095969	ENSG00000201558	Rnu1a1	RNVU1-6
ENSMUSG00000098477	ENSG00000240823	Gm27853	RN7SL23P
ENSMUSG00000065642	ENSG00000206622	Snora69	SNORA69
ENSMUSG00000089417	ENSG00000238741	Gm22009	SCARNA7
ENSMUSG00000093856	ENSG00000207114	Gm24311	RNU6-348P
ENSMUSG00000098667	ENSG00000275968	Gm27585	RF02090
ENSMUSG00000096605	ENSG00000200398	Gm26200	SNORD115-24
ENSMUSG00000094610	ENSG00000200398	Gm23076	SNORD115-24
ENSMUSG00000095182	ENSG00000200398	Gm26374	SNORD115-24
ENSMUSG00000095501	ENSG00000200398	Gm22449	SNORD115-24
ENSMUSG00000096648	ENSG00000200398	Gm24027	SNORD115-24
ENSMUSG00000096185	ENSG00000200398	Gm23305	SNORD115-24
ENSMUSG00000095418	ENSG00000200398	Gm23922	SNORD115-24
ENSMUSG00000094998	ENSG00000200398	Gm22050	SNORD115-24
ENSMUSG00000096048	ENSG00000200398	Gm22510	SNORD115-24
ENSMUSG00000094048	ENSG00000200398	Gm26284	SNORD115-24
ENSMUSG00000095428	ENSG00000200398	Gm24418	SNORD115-24
ENSMUSG00000093958	ENSG00000200398	Gm24495	SNORD115-24
ENSMUSG00000094095	ENSG00000200398	Gm25648	SNORD115-24
ENSMUSG00000096496	ENSG00000200398	Gm25646	SNORD115-24
ENSMUSG00000095997	ENSG00000200398	Gm24702	SNORD115-24
ENSMUSG00000095357	ENSG00000200398	Gm23286	SNORD115-24
