pigID	HumanID	pigGeneSymbol	HumanGeneSymbol
ENSSSCG00000024204	ENSG00000144285	SCN1A	SCN1A
ENSSSCG00000010404	ENSG00000012779	ALOX5	ALOX5
ENSSSCG00000038192	ENSG00000011201	NA	ANOS1
ENSSSCG00000022758	ENSG00000115425	PECR	PECR
ENSSSCG00000028855	ENSG00000163655	GMPS	GMPS
ENSSSCG00000038098	ENSG00000136942	NA	RPL35
ENSSSCG00000031267	ENSG00000104361	NIPAL2	NIPAL2
ENSSSCG00000027609	ENSG00000145321	GC	GC
ENSSSCG00000015613	ENSG00000162757	C1orf74	C1orf74
ENSSSCG00000013436	ENSG00000267059	NA	AC005943.1
ENSSSCG00000001827	ENSG00000159217	NA	IGF2BP1
ENSSSCG00000004433	ENSG00000249853	HS3ST5	HS3ST5
ENSSSCG00000015790	ENSG00000151729	SLC25A4	SLC25A4
ENSSSCG00000026184	ENSG00000082126	MPP4	MPP4
ENSSSCG00000040538	ENSG00000139668	NA	WDFY2
ENSSSCG00000032423	ENSG00000152377	SPOCK1	SPOCK1
ENSSSCG00000009407	ENSG00000139684	ESD	ESD
ENSSSCG00000012328	ENSG00000086758	HUWE1	HUWE1
ENSSSCG00000037395	ENSG00000169583	CLIC3	CLIC3
ENSSSCG00000010600	ENSG00000138172	CALHM2	CALHM2
ENSSSCG00000016432	ENSG00000106617	PRKAG2	PRKAG2
ENSSSCG00000040208	ENSG00000076641	PAG1	PAG1
ENSSSCG00000000061	ENSG00000100417	PMM1	PMM1
ENSSSCG00000002275	ENSG00000165807	PPP1R36	PPP1R36
ENSSSCG00000003569	ENSG00000090020	SLC9A1	SLC9A1
ENSSSCG00000038401	ENSG00000065308	TRAM2	TRAM2
ENSSSCG00000038731	ENSG00000168818	STX18	STX18
ENSSSCG00000036139	ENSG00000048392	RRM2B	RRM2B
ENSSSCG00000001009	ENSG00000137275	RIPK1	RIPK1
ENSSSCG00000010167	ENSG00000212916	MAP10	MAP10
ENSSSCG00000035789	ENSG00000284042	NA	TAF11L6
ENSSSCG00000032628	ENSG00000279761	NA	OR5D13
ENSSSCG00000040665	ENSG00000279761	NA	OR5D13
ENSSSCG00000014456	ENSG00000279761	NA	OR5D13
ENSSSCG00000034214	ENSG00000279761	NA	OR5D13
ENSSSCG00000012238	ENSG00000156298	TSPAN7	TSPAN7
ENSSSCG00000014053	ENSG00000074317	SNCB	SNCB
ENSSSCG00000007246	ENSG00000101337	TM9SF4	TM9SF4
ENSSSCG00000009085	ENSG00000170917	NUDT6	NUDT6
ENSSSCG00000033522	ENSG00000181693	NA	OR8H1
ENSSSCG00000032317	ENSG00000181693	NA	OR8H1
ENSSSCG00000031645	ENSG00000181693	NA	OR8H1
ENSSSCG00000002040	ENSG00000172590	MRPL52	MRPL52
ENSSSCG00000023057	ENSG00000166407	LMO1	LMO1
ENSSSCG00000023933	ENSG00000177685	CRACR2B	CRACR2B
ENSSSCG00000006580	ENSG00000196754	S100A2	S100A2
ENSSSCG00000001057	ENSG00000050393	MCUR1	MCUR1
ENSSSCG00000008614	ENSG00000163029	SMC6	SMC6
ENSSSCG00000020694	ENSG00000134760	DSG1	DSG1
ENSSSCG00000033183	ENSG00000183019	NA	MCEMP1
ENSSSCG00000025915	ENSG00000180481	GLIPR1L2	GLIPR1L2
ENSSSCG00000003160	ENSG00000225950	NTF4	NTF4
ENSSSCG00000009390	ENSG00000123178	SPRYD7	SPRYD7
ENSSSCG00000026924	ENSG00000167702	KIFC2	KIFC2
ENSSSCG00000031389	ENSG00000165762	NA	OR4K2
ENSSSCG00000034155	ENSG00000163705	FANCD2OS	FANCD2OS
ENSSSCG00000000755	ENSG00000082805	ERC1	ERC1
ENSSSCG00000033269	ENSG00000187857	NA	OR6C75
ENSSSCG00000017289	ENSG00000198231	DDX42	DDX42
ENSSSCG00000037557	ENSG00000171962	DRC3	DRC3
ENSSSCG00000017439	ENSG00000108759	KRT32	KRT32
ENSSSCG00000022317	ENSG00000157637	SLC38A10	SLC38A10
ENSSSCG00000004458	ENSG00000146242	TPBG	TPBG
ENSSSCG00000020799	ENSG00000119203	CPSF3	CPSF3
ENSSSCG00000037374	ENSG00000177275	NA	OR2AJ1
ENSSSCG00000032100	ENSG00000177275	NA	OR2AJ1
ENSSSCG00000037577	ENSG00000143942	CHAC2	CHAC2
ENSSSCG00000002879	ENSG00000089351	GRAMD1A	GRAMD1A
ENSSSCG00000039875	ENSG00000140807	NKD1	NKD1
ENSSSCG00000029679	ENSG00000170043	TRAPPC1	TRAPPC1
ENSSSCG00000000021	ENSG00000241484	NA	ARHGAP8
ENSSSCG00000027324	ENSG00000103544	VPS35L	VPS35L
ENSSSCG00000010535	ENSG00000172987	HPSE2	HPSE2
ENSSSCG00000002170	ENSG00000275249	NA	AC171558.3
ENSSSCG00000009911	ENSG00000111832	NA	RWDD1
ENSSSCG00000029783	ENSG00000150051	MKX	MKX
ENSSSCG00000012264	ENSG00000147121	NA	KRBOX4
ENSSSCG00000006528	ENSG00000179085	DPM3	DPM3
ENSSSCG00000037938	ENSG00000277745	NA	H2AFB3
ENSSSCG00000039764	ENSG00000277745	NA	H2AFB3
ENSSSCG00000033450	ENSG00000106244	PDAP1	PDAP1
ENSSSCG00000009633	ENSG00000104689	NA	TNFRSF10A
ENSSSCG00000012883	ENSG00000069482	GAL	GAL
ENSSSCG00000011845	ENSG00000161217	PCYT1A	PCYT1A
ENSSSCG00000023378	ENSG00000205903	ZNF316	ZNF316
ENSSSCG00000014041	ENSG00000213347	MXD3	MXD3
ENSSSCG00000009708	ENSG00000109576	AADAT	AADAT
ENSSSCG00000007679	ENSG00000128581	IFT22	IFT22
ENSSSCG00000023639	ENSG00000137404	NRM	NRM
ENSSSCG00000011877	ENSG00000114013	CD86	CD86
ENSSSCG00000001989	ENSG00000136305	CIDEB	CIDEB
ENSSSCG00000032601	ENSG00000101265	RASSF2	RASSF2
ENSSSCG00000033135	ENSG00000168899	VAMP5	VAMP5
ENSSSCG00000012264	ENSG00000251192	NA	ZNF674
ENSSSCG00000036460	ENSG00000180872	NA	DEFB112
ENSSSCG00000035789	ENSG00000284234	NA	TAF11L5
ENSSSCG00000017342	ENSG00000186185	KIF18B	KIF18B
ENSSSCG00000003449	ENSG00000162494	LRRC38	LRRC38
ENSSSCG00000039626	ENSG00000099958	DERL3	DERL3
ENSSSCG00000038954	ENSG00000105355	PLIN3	PLIN3
ENSSSCG00000002002	ENSG00000213928	IRF9	IRF9
ENSSSCG00000005300	ENSG00000165280	VCP	VCP
ENSSSCG00000035338	ENSG00000258817	NA	OR4C13
ENSSSCG00000040963	ENSG00000258817	NA	OR4C13
ENSSSCG00000032682	ENSG00000258817	NA	OR4C13
ENSSSCG00000037873	ENSG00000258817	NA	OR4C13
ENSSSCG00000036147	ENSG00000258817	NA	OR4C13
ENSSSCG00000034125	ENSG00000258817	NA	OR4C13
ENSSSCG00000033466	ENSG00000258817	NA	OR4C13
ENSSSCG00000031651	ENSG00000258817	NA	OR4C13
ENSSSCG00000033437	ENSG00000258817	NA	OR4C13
ENSSSCG00000037152	ENSG00000258817	NA	OR4C13
ENSSSCG00000033474	ENSG00000258817	NA	OR4C13
ENSSSCG00000009502	ENSG00000102595	UGGT2	UGGT2
ENSSSCG00000008274	ENSG00000264324	NA	AC006030.1
ENSSSCG00000022052	ENSG00000178795	NA	GDPD4
ENSSSCG00000001800	ENSG00000136404	TM6SF1	TM6SF1
ENSSSCG00000011741	ENSG00000173905	GOLIM4	GOLIM4
ENSSSCG00000028080	ENSG00000118402	ELOVL4	ELOVL4
ENSSSCG00000039542	ENSG00000064666	CNN2	CNN2
ENSSSCG00000040163	ENSG00000165661	QSOX2	QSOX2
ENSSSCG00000005072	ENSG00000100567	PSMA3	PSMA3
ENSSSCG00000015576	ENSG00000047410	TPR	TPR
ENSSSCG00000022853	ENSG00000184698	OR51M1	OR51M1
ENSSSCG00000023188	ENSG00000166233	ARIH1	ARIH1
ENSSSCG00000028725	ENSG00000181284	TMEM102	TMEM102
ENSSSCG00000037528	ENSG00000166527	NA	CLEC4D
ENSSSCG00000010101	ENSG00000099957	P2RX6	P2RX6
ENSSSCG00000021628	ENSG00000175606	TMEM70	TMEM70
ENSSSCG00000034490	ENSG00000214642	NA	DEFB113
ENSSSCG00000012326	ENSG00000158423	RIBC1	RIBC1
ENSSSCG00000013511	ENSG00000167674	HDGFL2	HDGFL2
ENSSSCG00000001780	ENSG00000103876	FAH	FAH
ENSSSCG00000002496	ENSG00000182512	GLRX5	GLRX5
ENSSSCG00000023312	ENSG00000102309	PIN4	PIN4
ENSSSCG00000040768	ENSG00000174417	TRHR	TRHR
ENSSSCG00000010377	ENSG00000204179	NA	PTPN20
ENSSSCG00000037107	ENSG00000241755	NA	IGKV1-9
ENSSSCG00000039648	ENSG00000241755	NA	IGKV1-9
ENSSSCG00000034961	ENSG00000241755	NA	IGKV1-9
ENSSSCG00000037837	ENSG00000241755	NA	IGKV1-9
ENSSSCG00000008205	ENSG00000241755	NA	IGKV1-9
ENSSSCG00000004301	ENSG00000203872	C6orf163	C6orf163
ENSSSCG00000001867	ENSG00000140368	PSTPIP1	PSTPIP1
ENSSSCG00000023328	ENSG00000150625	GPM6A	GPM6A
ENSSSCG00000039951	ENSG00000211945	NA	IGHV1-18
ENSSSCG00000013122	ENSG00000172289	OR10V1	OR10V1
ENSSSCG00000009298	ENSG00000132964	CDK8	CDK8
ENSSSCG00000037864	ENSG00000270276	NA	HIST2H4B
ENSSSCG00000023462	ENSG00000102195	GPR50	GPR50
ENSSSCG00000030535	ENSG00000130340	SNX9	SNX9
ENSSSCG00000016800	ENSG00000175334	NA	BANF1
ENSSSCG00000033433	ENSG00000279395	NA	OR5L1
ENSSSCG00000036530	ENSG00000279395	NA	OR5L1
ENSSSCG00000012997	ENSG00000285816	NA	AP000944.2
ENSSSCG00000011399	ENSG00000114353	GNAI2	GNAI2
ENSSSCG00000016851	ENSG00000145623	OSMR	OSMR
ENSSSCG00000009952	ENSG00000206069	NA	TMEM211
ENSSSCG00000032469	ENSG00000277957	NA	SENP3-EIF4A1
ENSSSCG00000004010	ENSG00000130023	ERMARD	ERMARD
ENSSSCG00000008412	ENSG00000068878	PSME4	PSME4
ENSSSCG00000029943	ENSG00000151466	SCLT1	SCLT1
ENSSSCG00000016983	ENSG00000113739	STC2	STC2
ENSSSCG00000004037	ENSG00000085511	MAP3K4	MAP3K4
ENSSSCG00000021852	ENSG00000124019	FAM124B	FAM124B
ENSSSCG00000001700	ENSG00000112759	SLC29A1	SLC29A1
ENSSSCG00000030337	ENSG00000166924	NYAP1	NYAP1
ENSSSCG00000037460	ENSG00000108848	NA	LUC7L3
ENSSSCG00000032921	ENSG00000169592	INO80E	INO80E
ENSSSCG00000004207	ENSG00000196569	NA	LAMA2
ENSSSCG00000033894	ENSG00000196569	NA	LAMA2
ENSSSCG00000010427	ENSG00000165471	MBL2	MBL2
ENSSSCG00000011306	ENSG00000196653	ZNF502	ZNF502
ENSSSCG00000040946	ENSG00000163577	EIF5A2	EIF5A2
ENSSSCG00000005808	ENSG00000150261	OR8K1	OR8K1
ENSSSCG00000024488	ENSG00000103274	NUBP1	NUBP1
ENSSSCG00000017062	ENSG00000145850	TIMD4	TIMD4
ENSSSCG00000021401	ENSG00000125861	GFRA4	GFRA4
ENSSSCG00000038861	ENSG00000162604	TM2D1	TM2D1
ENSSSCG00000011506	ENSG00000144744	NA	UBA3
ENSSSCG00000004356	ENSG00000152034	MCHR2	MCHR2
ENSSSCG00000009276	ENSG00000132953	XPO4	XPO4
ENSSSCG00000010640	ENSG00000197893	NRAP	NRAP
ENSSSCG00000006381	ENSG00000066294	CD84	CD84
ENSSSCG00000003787	ENSG00000132485	ZRANB2	ZRANB2
ENSSSCG00000037821	ENSG00000143248	RGS5	RGS5
ENSSSCG00000001431	ENSG00000204315	NA	FKBPL
ENSSSCG00000037824	ENSG00000204315	NA	FKBPL
ENSSSCG00000015358	ENSG00000214960	ISPD	ISPD
ENSSSCG00000026863	ENSG00000152767	FARP1	FARP1
ENSSSCG00000034235	ENSG00000188324	NA	OR6C6
ENSSSCG00000006980	ENSG00000078579	FGF20	FGF20
ENSSSCG00000010937	ENSG00000130948	HSD17B3	HSD17B3
ENSSSCG00000033162	ENSG00000130560	UBAC1	UBAC1
ENSSSCG00000006488	ENSG00000198715	GLMP	GLMP
ENSSSCG00000027678	ENSG00000151838	CCDC175	CCDC175
ENSSSCG00000006981	ENSG00000155970	MICU3	MICU3
ENSSSCG00000005965	ENSG00000136997	MYC	MYC
ENSSSCG00000009301	ENSG00000132975	GPR12	GPR12
ENSSSCG00000033353	ENSG00000176956	LY6H	LY6H
ENSSSCG00000005059	ENSG00000182521	TBPL2	TBPL2
ENSSSCG00000039850	ENSG00000132164	SLC6A11	SLC6A11
ENSSSCG00000002763	ENSG00000132600	PRMT7	PRMT7
ENSSSCG00000038289	ENSG00000263002	ZNF234	ZNF234
ENSSSCG00000031849	ENSG00000186462	NA	NAP1L2
ENSSSCG00000012415	ENSG00000186462	NA	NAP1L2
ENSSSCG00000000105	ENSG00000100196	KDELR3	KDELR3
ENSSSCG00000015031	ENSG00000150773	PIH1D2	PIH1D2
ENSSSCG00000029080	ENSG00000196542	SPTSSB	SPTSSB
ENSSSCG00000012448	ENSG00000078596	ITM2A	ITM2A
ENSSSCG00000012262	ENSG00000147050	KDM6A	KDM6A
ENSSSCG00000031073	ENSG00000105393	NA	BABAM1
ENSSSCG00000017446	ENSG00000196976	NA	LAGE3
ENSSSCG00000014820	ENSG00000137478	FCHSD2	FCHSD2
ENSSSCG00000033236	ENSG00000253457	SMIM18	SMIM18
ENSSSCG00000002935	ENSG00000198453	ZNF568	ZNF568
ENSSSCG00000011650	ENSG00000174579	MSL2	MSL2
ENSSSCG00000013504	ENSG00000167664	TMIGD2	TMIGD2
ENSSSCG00000020845	ENSG00000113100	CDH9	CDH9
ENSSSCG00000034688	ENSG00000276966	NA	HIST1H4E
ENSSSCG00000037690	ENSG00000241837	NA	ATP5PO
ENSSSCG00000027762	ENSG00000164761	TNFRSF11B	TNFRSF11B
ENSSSCG00000009742	ENSG00000177169	ULK1	ULK1
ENSSSCG00000015769	ENSG00000129128	SPCS3	SPCS3
ENSSSCG00000012267	ENSG00000102221	JADE3	JADE3
ENSSSCG00000015825	ENSG00000020181	ADGRA2	ADGRA2
ENSSSCG00000038842	ENSG00000184226	PCDH9	PCDH9
ENSSSCG00000023325	ENSG00000243989	NA	ACY1
ENSSSCG00000039553	ENSG00000166183	ASPG	ASPG
ENSSSCG00000007280	ENSG00000078747	ITCH	ITCH
ENSSSCG00000003448	ENSG00000129460	NA	NGDN
ENSSSCG00000014033	ENSG00000145916	RMND5B	RMND5B
ENSSSCG00000021893	ENSG00000067900	ROCK1	ROCK1
ENSSSCG00000008981	ENSG00000272414	NA	FAM47E-STBD1
ENSSSCG00000023593	ENSG00000172493	AFF1	AFF1
ENSSSCG00000011114	ENSG00000065665	SEC61A2	SEC61A2
ENSSSCG00000026536	ENSG00000150401	DCUN1D2	DCUN1D2
ENSSSCG00000030294	ENSG00000197024	ZNF398	ZNF398
ENSSSCG00000024429	ENSG00000072858	SIDT1	SIDT1
ENSSSCG00000015733	ENSG00000074047	GLI2	GLI2
ENSSSCG00000003420	ENSG00000116663	FBXO6	FBXO6
ENSSSCG00000006346	ENSG00000118217	ATF6	ATF6
ENSSSCG00000017168	ENSG00000184640	SEPT9	SEPT9
ENSSSCG00000029094	ENSG00000196455	PIK3R4	PIK3R4
ENSSSCG00000003610	ENSG00000160051	IQCC	IQCC
ENSSSCG00000009649	ENSG00000277586	NEFL	NEFL
ENSSSCG00000017690	ENSG00000278535	DHRS11	DHRS11
ENSSSCG00000017310	ENSG00000120071	KANSL1	KANSL1
ENSSSCG00000024661	ENSG00000171443	ZNF524	ZNF524
ENSSSCG00000025980	ENSG00000164695	CHMP4C	CHMP4C
ENSSSCG00000004280	ENSG00000079841	RIMS1	RIMS1
ENSSSCG00000010936	ENSG00000121769	NA	FABP3
ENSSSCG00000003546	ENSG00000121769	NA	FABP3
ENSSSCG00000033915	ENSG00000121769	NA	FABP3
ENSSSCG00000000950	ENSG00000165891	E2F7	E2F7
ENSSSCG00000033688	ENSG00000177108	ZDHHC22	ZDHHC22
ENSSSCG00000037793	ENSG00000158793	NIT1	NIT1
ENSSSCG00000004406	ENSG00000146360	NA	GPR6
ENSSSCG00000034396	ENSG00000146360	NA	GPR6
ENSSSCG00000013321	ENSG00000109911	ELP4	ELP4
ENSSSCG00000012531	ENSG00000204071	NA	TCEAL6
ENSSSCG00000030608	ENSG00000111142	METAP2	METAP2
ENSSSCG00000015833	ENSG00000129696	TTI2	TTI2
ENSSSCG00000003077	ENSG00000062370	NA	ZNF112
ENSSSCG00000026605	ENSG00000101425	BPI	BPI
ENSSSCG00000013639	ENSG00000129353	SLC44A2	SLC44A2
ENSSSCG00000031488	ENSG00000140750	ARHGAP17	ARHGAP17
ENSSSCG00000011166	ENSG00000015171	ZMYND11	ZMYND11
ENSSSCG00000016213	ENSG00000163521	GLB1L	GLB1L
ENSSSCG00000029901	ENSG00000175931	UBE2O	UBE2O
ENSSSCG00000032889	ENSG00000198881	ASB12	ASB12
ENSSSCG00000016954	ENSG00000112851	ERBIN	ERBIN
ENSSSCG00000011768	ENSG00000145075	NA	CCDC39
ENSSSCG00000025701	ENSG00000158092	NCK1	NCK1
ENSSSCG00000034863	ENSG00000102981	PARD6A	PARD6A
ENSSSCG00000039295	ENSG00000130312	MRPL34	MRPL34
ENSSSCG00000013402	ENSG00000170242	USP47	USP47
ENSSSCG00000029760	ENSG00000198894	CIPC	CIPC
ENSSSCG00000003442	ENSG00000157330	C1orf158	C1orf158
ENSSSCG00000011951	ENSG00000144802	NFKBIZ	NFKBIZ
ENSSSCG00000015227	ENSG00000182934	SRPRA	SRPRA
ENSSSCG00000028005	ENSG00000139719	NA	VPS33A
ENSSSCG00000000784	ENSG00000188906	LRRK2	LRRK2
ENSSSCG00000012111	ENSG00000004961	HCCS	HCCS
ENSSSCG00000023451	ENSG00000082482	KCNK2	KCNK2
ENSSSCG00000003047	ENSG00000007129	NA	CEACAM21
ENSSSCG00000013763	ENSG00000132017	DCAF15	DCAF15
ENSSSCG00000022953	ENSG00000165983	PTER	PTER
ENSSSCG00000008478	ENSG00000115904	SOS1	SOS1
ENSSSCG00000010315	ENSG00000156110	ADK	ADK
ENSSSCG00000025188	ENSG00000116678	LEPR	LEPR
ENSSSCG00000040815	ENSG00000138166	DUSP5	DUSP5
ENSSSCG00000035914	ENSG00000126067	PSMB2	PSMB2
ENSSSCG00000040160	ENSG00000125966	MMP24	MMP24
ENSSSCG00000008536	ENSG00000163811	WDR43	WDR43
ENSSSCG00000005986	ENSG00000147689	FAM83A	FAM83A
ENSSSCG00000009704	ENSG00000164104	HMGB2	HMGB2
ENSSSCG00000011565	ENSG00000254999	BRK1	BRK1
ENSSSCG00000004946	ENSG00000174442	ZWILCH	ZWILCH
ENSSSCG00000037107	ENSG00000278857	NA	IGKV1D-12
ENSSSCG00000039648	ENSG00000278857	NA	IGKV1D-12
ENSSSCG00000034961	ENSG00000278857	NA	IGKV1D-12
ENSSSCG00000037837	ENSG00000278857	NA	IGKV1D-12
ENSSSCG00000008205	ENSG00000278857	NA	IGKV1D-12
ENSSSCG00000011234	ENSG00000153551	NA	CMTM7
ENSSSCG00000033522	ENSG00000181767	NA	OR8H2
ENSSSCG00000032317	ENSG00000181767	NA	OR8H2
ENSSSCG00000031645	ENSG00000181767	NA	OR8H2
ENSSSCG00000039473	ENSG00000129204	NA	USP6
ENSSSCG00000009815	ENSG00000110931	CAMKK2	CAMKK2
ENSSSCG00000033258	ENSG00000118526	TCF21	TCF21
ENSSSCG00000032275	ENSG00000112996	MRPS30	MRPS30
ENSSSCG00000016840	ENSG00000138326	NA	RPS24
ENSSSCG00000027525	ENSG00000116133	DHCR24	DHCR24
ENSSSCG00000023715	ENSG00000135677	GNS	GNS
ENSSSCG00000036835	ENSG00000130703	OSBPL2	OSBPL2
ENSSSCG00000025537	ENSG00000111679	PTPN6	PTPN6
ENSSSCG00000020988	ENSG00000197134	NA	ZNF257
ENSSSCG00000012965	ENSG00000175550	DRAP1	DRAP1
ENSSSCG00000030821	ENSG00000162897	NA	FCAMR
ENSSSCG00000010753	ENSG00000180745	CLRN3	CLRN3
ENSSSCG00000017949	ENSG00000141499	NA	WRAP53
ENSSSCG00000038398	ENSG00000150637	CD226	CD226
ENSSSCG00000008587	ENSG00000115128	SF3B6	SF3B6
ENSSSCG00000008498	ENSG00000008869	HEATR5B	HEATR5B
ENSSSCG00000010608	ENSG00000156384	SFR1	SFR1
ENSSSCG00000010144	ENSG00000077522	ACTN2	ACTN2
ENSSSCG00000005856	ENSG00000233198	RNF224	RNF224
ENSSSCG00000004677	ENSG00000140254	DUOXA1	DUOXA1
ENSSSCG00000021460	ENSG00000188937	NYX	NYX
ENSSSCG00000021247	ENSG00000176256	HMGB4	HMGB4
ENSSSCG00000008902	ENSG00000128059	PPAT	PPAT
ENSSSCG00000039825	ENSG00000184601	NA	C14orf180
ENSSSCG00000033144	ENSG00000185728	YTHDF3	YTHDF3
ENSSSCG00000005267	ENSG00000135046	ANXA1	ANXA1
ENSSSCG00000014958	ENSG00000196371	FUT4	FUT4
ENSSSCG00000002668	ENSG00000153789	FAM92B	FAM92B
ENSSSCG00000010314	ENSG00000185009	AP3M1	AP3M1
ENSSSCG00000000615	ENSG00000087086	NA	FTL
ENSSSCG00000038225	ENSG00000087086	NA	FTL
ENSSSCG00000038998	ENSG00000087086	NA	FTL
ENSSSCG00000033729	ENSG00000087086	NA	FTL
ENSSSCG00000032477	ENSG00000213281	NRAS	NRAS
ENSSSCG00000040958	ENSG00000213281	NA	NRAS
ENSSSCG00000004408	ENSG00000135587	SMPD2	SMPD2
ENSSSCG00000037022	ENSG00000184986	TMEM121	TMEM121
ENSSSCG00000016381	ENSG00000162804	SNED1	SNED1
ENSSSCG00000003584	ENSG00000130775	THEMIS2	THEMIS2
ENSSSCG00000000745	ENSG00000013573	DDX11	DDX11
ENSSSCG00000003241	ENSG00000142556	ZNF614	ZNF614
ENSSSCG00000016985	ENSG00000113734	BNIP1	BNIP1
ENSSSCG00000036444	ENSG00000226174	TEX22	TEX22
ENSSSCG00000012307	ENSG00000147082	CCNB3	CCNB3
ENSSSCG00000012517	ENSG00000158164	NA	TMSB15A
ENSSSCG00000017419	ENSG00000168259	NA	DNAJC7
ENSSSCG00000020720	ENSG00000072952	MRVI1	MRVI1
ENSSSCG00000026042	ENSG00000203722	ULBP1	RAET1G
ENSSSCG00000034948	ENSG00000198774	RASSF9	RASSF9
ENSSSCG00000034190	ENSG00000124593	NA	AL365205.1
ENSSSCG00000001736	ENSG00000124490	CRISP2	CRISP2
ENSSSCG00000032517	ENSG00000104093	DMXL2	DMXL2
ENSSSCG00000035602	ENSG00000181656	GPR88	GPR88
ENSSSCG00000016915	ENSG00000164509	IL31RA	IL31RA
ENSSSCG00000029849	ENSG00000170989	S1PR1	S1PR1
ENSSSCG00000037653	ENSG00000144566	RAB5A	RAB5A
ENSSSCG00000004274	ENSG00000112280	NA	COL9A1
ENSSSCG00000003653	ENSG00000168653	NDUFS5	NDUFS5
ENSSSCG00000030801	ENSG00000183347	NA	GBP6
ENSSSCG00000017042	ENSG00000164332	UBLCP1	UBLCP1
ENSSSCG00000011195	ENSG00000131386	GALNT15	GALNT15
ENSSSCG00000011979	ENSG00000154165	GPR15	GPR15
ENSSSCG00000034036	ENSG00000260220	NA	CCDC187
ENSSSCG00000038178	ENSG00000172728	FUT10	FUT10
ENSSSCG00000001201	ENSG00000198315	ZKSCAN8	ZKSCAN8
ENSSSCG00000001901	ENSG00000140505	CYP1A2	CYP1A2
ENSSSCG00000022358	ENSG00000157869	RAB28	RAB28
ENSSSCG00000012676	ENSG00000076770	MBNL3	MBNL3
ENSSSCG00000003810	ENSG00000177414	UBE2U	UBE2U
ENSSSCG00000010835	ENSG00000186063	AIDA	AIDA
ENSSSCG00000011940	ENSG00000198919	DZIP3	DZIP3
ENSSSCG00000004785	ENSG00000140319	SRP14	SRP14
ENSSSCG00000007384	ENSG00000175121	NA	WFDC5
ENSSSCG00000036109	ENSG00000101197	NA	BIRC7
ENSSSCG00000028711	ENSG00000137752	CASP1	CASP1
ENSSSCG00000011301	ENSG00000163812	ZDHHC3	ZDHHC3
ENSSSCG00000039176	ENSG00000180083	NA	WFDC11
ENSSSCG00000035238	ENSG00000066322	ELOVL1	ELOVL1
ENSSSCG00000034879	ENSG00000184384	MAML2	MAML2
ENSSSCG00000014292	ENSG00000170606	HSPA4	HSPA4
ENSSSCG00000014099	ENSG00000171540	OTP	OTP
ENSSSCG00000031188	ENSG00000204006	C1orf185	C1orf185
ENSSSCG00000024022	ENSG00000137672	TRPC6	TRPC6
ENSSSCG00000022656	ENSG00000151304	SRFBP1	SRFBP1
ENSSSCG00000010058	ENSG00000100028	SNRPD3	SNRPD3
ENSSSCG00000007539	ENSG00000130701	RBBP8NL	RBBP8NL
ENSSSCG00000040056	ENSG00000177144	NA	NUDT4B
ENSSSCG00000021258	ENSG00000177710	NA	SLC35G5
ENSSSCG00000034358	ENSG00000153822	KCNJ16	KCNJ16
ENSSSCG00000015290	ENSG00000117266	CDK18	CDK18
ENSSSCG00000026791	ENSG00000187010	RHCE	RHD
ENSSSCG00000024479	ENSG00000141642	ELAC1	ELAC1
ENSSSCG00000025830	ENSG00000102900	NUP93	NUP93
ENSSSCG00000004089	ENSG00000155906	RMND1	RMND1
ENSSSCG00000036635	ENSG00000211780	TRAV6	TRAV6
ENSSSCG00000037019	ENSG00000152495	CAMK4	CAMK4
ENSSSCG00000034136	ENSG00000197061	NA	HIST1H4C
ENSSSCG00000017437	ENSG00000126337	KRT36	KRT36
ENSSSCG00000028643	ENSG00000163817	SLC6A20	SLC6A20
ENSSSCG00000016913	ENSG00000152670	DDX4	DDX4
ENSSSCG00000038307	ENSG00000115350	POLE4	POLE4
ENSSSCG00000002305	ENSG00000081177	EXD2	EXD2
ENSSSCG00000000588	ENSG00000052126	PLEKHA5	PLEKHA5
ENSSSCG00000032473	ENSG00000205978	NYNRIN	NYNRIN
ENSSSCG00000015774	ENSG00000218336	NA	TENM3
ENSSSCG00000023306	ENSG00000062598	ELMO2	ELMO2
ENSSSCG00000033139	ENSG00000172457	NA	OR9G4
ENSSSCG00000037827	ENSG00000172457	NA	OR9G4
ENSSSCG00000013201	ENSG00000172457	NA	OR9G4
ENSSSCG00000009078	ENSG00000151475	SLC25A31	SLC25A31
ENSSSCG00000012076	ENSG00000183486	MX2	MX2
ENSSSCG00000021606	ENSG00000119686	FLVCR2	FLVCR2
ENSSSCG00000035934	ENSG00000087301	TXNDC16	TXNDC16
ENSSSCG00000029983	ENSG00000185619	PCGF3	PCGF3
ENSSSCG00000018051	ENSG00000141030	COPS3	COPS3
ENSSSCG00000035377	ENSG00000169385	NA	RNASE2
ENSSSCG00000026051	ENSG00000109519	NA	GRPEL1
ENSSSCG00000017065	ENSG00000082515	MRPL22	MRPL22
ENSSSCG00000011256	ENSG00000172940	SLC22A13	SLC22A13
ENSSSCG00000013481	ENSG00000105325	FZR1	FZR1
ENSSSCG00000036322	ENSG00000187678	SPRY4	SPRY4
ENSSSCG00000040790	ENSG00000102172	NA	SMS
ENSSSCG00000038982	ENSG00000102172	NA	SMS
ENSSSCG00000023759	ENSG00000101940	WDR13	WDR13
ENSSSCG00000002844	ENSG00000102893	NA	PHKB
ENSSSCG00000030206	ENSG00000130413	STK33	STK33
ENSSSCG00000015937	ENSG00000213160	KLHL23	KLHL23
